STRUCTURE,STRUCTURE_ID,ACTION,FREQ,REF_AREA,INDICATOR,SEX,AGE,URBANISATION,UNIT_MEASURE,COMP_BREAKDOWN_1,COMP_BREAKDOWN_2,COMP_BREAKDOWN_3,AGG_METHOD,UNIT_TYPE,DECIMALS,DATABASE_ID,TIME_FORMAT,COMMENT_TS,UNIT_MULT,DATA_SOURCE,OBS_CONF,OBS_STATUS,FREQ_LABEL,REF_AREA_LABEL,INDICATOR_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3_LABEL,AGG_METHOD_LABEL,UNIT_TYPE_LABEL,DECIMALS_LABEL,DATABASE_ID_LABEL,TIME_FORMAT_LABEL,UNIT_MULT_LABEL,OBS_STATUS_LABEL,OBS_CONF_LABEL,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TKM,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Turkmenistan,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,68.6097783171517,69.6441929027924,70.6850647008878,71.7322099345552,72.7857712556507,74.3098285895233,75.8467368538246,77.3961596882357,78.9568553921139,80.5288592923225,82.0193867825885,83.6168007990939,85.2235519245126,86.8389174321863,88.4618812272337,90.0919952741528,91.4552847898372,92.6888468728397,93.8240180351315,94.0508533656427,94.2745045362303,94.4948554349009,94.7117313632146,94.834897749708,94.8535459177809
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LKA,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Sri Lanka,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,45.1869861975806,45.2902571061737,45.3930593436735,45.4964052982276,45.5997847759224,45.7027013535073,45.8829944206069,46.0627136361426,46.2428665573261,46.4229534965321,46.6024525790276,46.782396328447,46.9622718929128,47.1509931517514,47.3492388322291,47.5571738423438,47.7744271944304,48.001681106013,48.1392631930526,47.8763818490786,47.6172707938771,47.3605279862347,47.1047618375178,46.848574246617,46.9329705143603
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MOZ,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Mozambique,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.94746843395167,9.00250960949976,9.3682258795979,9.74288115939979,10.2136383538005,10.7975621954471,11.4235374815228,12.0903572972266,12.9039962889322,13.7731362011377,14.5163125982336,15.2516401554385,16.019884662547,16.8203090357194,17.652166122593,18.5147009227224,19.4071399285232,20.3283365656572,21.2778736184756,22.2560201745119,23.2615683806594,24.2943544979652,25.3524359392066,26.4356121564997,27.5429456975996
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,HKG,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,"Hong Kong SAR, China",People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,98.3669535559738,98.4529719551525,98.5390232434892,98.6251074209837,98.7112244876363,98.7973744434468,98.8835572884152,98.9697730225416,99.056021645826,99.1423031582683,99.2286175598686,99.3149648506268,99.401345030543,99.4877580996171,99.5742040578491,99.6606829052392,99.7471946417872,99.8337392674931,99.920316782357,99.9877564110667,100.0,100.0,100.0,100.0,100.0
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LSO,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Lesotho,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.68782833878766,9.5900570432782,10.5117632752945,11.4527288852219,12.4141104682805,13.3942678155641,14.3948239754967,15.3677814917045,16.3585686858876,17.3658328653489,18.391221753646,19.4343817707349,20.4290055242704,21.3453502832481,22.2002990885685,23.0645991689769,23.9371411392711,24.8184404763007,25.7117199663393,26.6164292249631,27.5336486195485,28.4622726530802,29.4033810742405,30.3558597564902,31.320241708541
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MEX,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Mexico,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,40.0145852120453,40.1592254888986,40.3022276647005,40.4436044793848,40.5834367307206,40.7216293084259,40.858261015829,40.9933026138021,41.1268744230264,41.2589025169865,41.3894529576134,41.5187146455795,41.6465626229776,41.7730851603868,41.8982843760022,42.0220908699648,42.1445790425411,42.2656968413867,42.3854808216513,42.5039354698943,42.6210724907528,42.7368771579366,42.8511360617413,42.9097194858437,42.9666311513801
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MNP,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Northern Mariana Islands,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,79.6435056273777,79.7996347405902,79.9557638538028,80.1118929670153,80.197301355928,80.2824346274607,80.3672927816132,80.4518758183857,80.536183737778,80.6202165397902,80.7039742244223,80.7874567916743,80.8706642415462,80.9535965740379,81.0362537891496,81.1186358868811,81.2007428672325,81.2825747302039,81.3641314757951,81.4545454545454,81.4545454545454,81.4545454545454,81.4545454545454,81.4545454545454,81.4545454545454
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,UZB,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Uzbekistan,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,53.7674851686603,55.1148671899941,56.4562515641154,57.7908059787254,59.1177625556977,60.436912850332,61.748505876187,63.0518265073618,64.3466497035217,65.6323531235185,66.9095666488988,68.0666913492941,69.117262636418,70.1788928674112,71.2516260080062,72.3355124474969,73.4305957202854,74.5369165741151,75.6617226221262,76.7745583450954,77.7884720003291,78.8125991266417,79.8452973794026,80.8847523367862,81.9295048040968
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,NRU,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Nauru,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,18.6480624278685,18.6486915813359,18.6493207348033,18.6499498882706,18.650579041738,18.6512081952054,18.6518373486728,18.6524665021402,18.6530956556076,18.6537248090749,18.6543539625423,18.6549831160097,18.6556122694771,18.6562414229445,18.6568705764119,18.6574997298792,18.6581288833466,18.658758036814,18.6593871902814,18.6600163437488,18.6606454972161,18.6612746506835,18.6619038041509,18.6625329576183,18.6631621110857
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MLT,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Malta,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,100.0,99.9999986778727,99.999996839623,100.0,99.9999991531108,100.0,99.9999978183576,100.0,99.9999999672221,99.9924268542668,99.9813815162564,99.9703398497516,99.9592942585388,99.9482495236864,99.9372033577367,99.9261592845881,99.9151160016792,99.9040721272195,99.893026031184,99.8819870100897,99.8709422773618,99.8598941845663,99.8488507222599,99.8378093859472,99.8267685287143
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,AZE,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Azerbaijan,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,48.8163789077959,49.1779754517385,49.5378634645588,49.8970714213176,50.2550814409505,50.6113904766859,50.9665095668969,51.3209377707004,51.6736749659237,52.0252177256322,52.3834114829109,52.7476236661804,53.1177181049527,53.4940479787568,53.8759808908443,54.2633986935659,54.6561542161898,55.0541223402745,55.4571652885698,55.8646849838944,56.2770167492285,56.693113760757,57.0915389091267,57.4504580406586,57.8118283196096
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,MKD,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,North Macedonia,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,80.3754908619152,80.3535764117232,80.3316622965576,80.3097459238797,80.2877294956824,80.2905677303345,80.2967067415485,80.3060906014071,80.3186807833524,80.3345339145344,80.3535003936893,80.3756344856881,80.4007922764846,80.4290241604962,80.4602891566784,80.4943383528917,80.5313250603617,80.571104214333,80.4971583197386,80.5429899621517,80.5914632613893,80.6426344786389,80.6962568341004,80.7523940413047,80.7905414925805
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,TUN,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Tunisia,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,76.7637415102755,77.0461830113393,77.3248829893026,77.6001634201878,77.8671301158889,78.1089443615353,78.3484267992276,78.5850119966017,78.8190034710889,79.0504165904685,79.2789942255773,79.5052815552135,79.5019649942484,79.4963915596913,78.4387815336686,77.1450199273485,75.8401748537527,74.5240374235795,73.1965977847782,71.8574373168183,70.5061943427321,69.1428674618065,67.767269597131,66.3789813342294,64.9781072145301
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,EST,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Estonia,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,91.7274540437952,92.0493031045441,92.3747648867097,92.7037013002634,93.0363106098424,93.3726106934292,93.7124832185729,94.0560942424225,94.4034704232394,94.7546292638518,95.1094876451163,95.4681798403471,95.8422445867478,96.2281327787838,96.6129585009952,96.9967757831111,97.3795735563467,97.6947092733429,97.8880540177548,98.0780494552257,98.2682282623831,98.4411838065781,98.6087629231215,98.7763375997776,98.9439097263954
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,CAF,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Central African Republic,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,8.53086461225762,8.39601747017328,8.26170334516269,8.12778876832464,7.99427523284579,7.8637822393133,7.73617226649934,7.61142951375159,7.48929280681734,7.36962779531818,7.25241340379626,7.13739941743518,7.02456206889273,6.91376369319154,6.8047619896695,6.6975311719299,6.59203529384105,6.48793738017377,6.38520705088677,6.28371085353374,6.18331831077395,6.08389827753547,6.12644478356119,6.17097479970169,6.21748768966731
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ALB,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Albania,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,49.1383199670447,49.0811986702513,48.9847658038123,48.8854426221024,50.7176784606726,52.5783349862298,54.4670824691318,56.3838429221658,58.3284806792465,60.3009074347169,62.3006301469639,64.3273993668121,66.3808528531398,68.4598318259799,70.5632573542744,70.5919729029531,70.6165067300785,70.6369407646416,70.6533520520137,70.6658539388464,70.6745368974531,70.7057962293379,70.7360691418644,70.7653945370075,70.7937363898968
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,LIC,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Low income,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,22.276035314162,22.3553155980697,22.5141008819712,22.71051553198,22.9253516883481,23.2432287407324,23.6365306022233,24.0790160770578,24.5109487330694,24.8967220355215,25.3190674656804,25.157609233065,25.508255677028,25.7645924427546,26.0406767855116,26.4397685805674,26.9292309565654,27.433990759304,28.0290737358883,28.6679810645498,29.3225105492975,30.0224716171056,30.7688920261268,31.4716393040398,32.9795173301401
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,ZAF,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,South Africa,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,63.2477289873236,63.6980733627061,64.5080250928545,65.325220633492,66.1376626325665,66.9433606680798,67.385594468861,67.6639002510223,67.9272518361093,68.1734096388476,68.4038447325703,68.6179387859651,68.8160339814044,68.9967114621755,69.1612184461082,69.30901510818,69.4400283108423,69.5538303347027,69.6504166205386,69.7297769910708,69.7921809477187,69.6095423719645,69.0860845820772,68.552079732364,68.0075638755656
datastructure,WB.DATA360:DS_DATA360(1.3),I,A,BIH,WB_WDI_SH_H2O_SMDW_ZS,_T,_T,_T,PT_POP,_Z,_Z,_Z,_Z,RATIO,2,WB_WDI,P1Y,People using safely managed drinking water services (% of population),0,WB_WDI,PU,A,Annual,Bosnia and Herzegovina,People using safely managed drinking water services (% of population),Total,All age ranges or no breakdown by age,Total,Percentage of population,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Ratio,Two,World Development Indicators (WDI),Annual,Units,Normal value,Public,87.4702696462547,87.5600102320569,87.6492173879129,87.7378084586504,87.8258612440736,87.913269042187,88.0000569309723,88.0862946747673,88.1719180366979,88.2569238392629,88.3413118101289,88.4251154791548,88.5083222000788,88.5908813209363,88.672846865724,88.7433093712061,88.7624814191696,88.855712793984,88.8646201732472,88.7367861218497,88.1527155382608,87.5686386459375,86.9845581115841,86.4004716802823,86.400107879006
